frame_number,elapsed_time,process_time,label,pose_bbox,pose_track_ids,fps,image_path
19715,0 days 00:18:00.184894,0 days 00:00:00.000426,[0 0 0 0 0 0],"[array([196,  50, 260, 305], dtype=int64)
 array([ 80,  58, 157, 160], dtype=int64)
 array([ 89, 135, 170, 305], dtype=int64)
 array([424, 145, 521, 462], dtype=int64)
 array([597,  88, 666, 301], dtype=int64)
 array([206,   0, 267,  81], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19715.jpg
19720,0 days 00:18:00.578641,0 days 00:00:00.000407,[0 0 0 0 0 0],"[array([196,  49, 261, 305], dtype=int64)
 array([ 81,  58, 157, 161], dtype=int64)
 array([ 88, 135, 170, 305], dtype=int64)
 array([421, 152, 517, 472], dtype=int64)
 array([597,  91, 666, 303], dtype=int64)
 array([208,   0, 263,  86], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19720.jpg
19725,0 days 00:18:00.812528,0 days 00:00:00.000437,[0 0 0 0 0 0],"[array([198,  49, 261, 305], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 88, 135, 170, 305], dtype=int64)
 array([421, 158, 514, 474], dtype=int64)
 array([596,  93, 666, 304], dtype=int64)
 array([207,   0, 260,  88], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19725.jpg
19730,0 days 00:18:01.086028,0 days 00:00:00.000412,[0 0 0 0 0 0],"[array([196,  50, 262, 305], dtype=int64)
 array([ 80,  58, 156, 161], dtype=int64)
 array([ 85, 136, 170, 305], dtype=int64)
 array([403, 161, 510, 476], dtype=int64)
 array([586,  95, 665, 304], dtype=int64)
 array([204,   0, 256,  89], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19730.jpg
19735,0 days 00:18:01.426723,0 days 00:00:00.011997,[0 0 0 0 0 1],"[array([196,  50, 263, 305], dtype=int64)
 array([ 80,  58, 156, 161], dtype=int64)
 array([ 84, 136, 170, 305], dtype=int64)
 array([387, 164, 504, 480], dtype=int64)
 array([577,  97, 663, 304], dtype=int64)
 array([201,   0, 254,  91], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19735.jpg
19740,0 days 00:18:01.694784,0 days 00:00:00.000427,[0 0 0 0 0 0],"[array([183,  49, 263, 304], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 87, 136, 170, 305], dtype=int64)
 array([381, 167, 497, 481], dtype=int64)
 array([570,  95, 661, 308], dtype=int64)
 array([199,   0, 250,  93], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19740.jpg
19745,0 days 00:18:01.807532,0 days 00:00:00.000397,[0 0 0 0 0],"[array([187,  45, 263, 304], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 88, 136, 171, 305], dtype=int64)
 array([379, 167, 488, 485], dtype=int64)
 array([567,  95, 656, 311], dtype=int64)]",[293 296 284 315 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19745.jpg
19750,0 days 00:18:02.066255,0 days 00:00:00.000502,[0 0 0 0 0 0],"[array([192,  48, 261, 304], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 88, 136, 171, 305], dtype=int64)
 array([379, 169, 480, 486], dtype=int64)
 array([565,  97, 653, 311], dtype=int64)
 array([195,   0, 248,  95], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19750.jpg
19755,0 days 00:18:02.282692,0 days 00:00:00.000451,[0 0 0 0 0 0],"[array([183,  50, 263, 305], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 89, 136, 171, 305], dtype=int64)
 array([379, 170, 473, 484], dtype=int64)
 array([564, 100, 649, 312], dtype=int64)
 array([195,   0, 246,  93], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19755.jpg
19760,0 days 00:18:02.522702,0 days 00:00:00.000436,[0 0 0 0 0],"[array([190,  48, 264, 305], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 89, 136, 171, 305], dtype=int64)
 array([380, 171, 472, 483], dtype=int64)
 array([563, 104, 648, 322], dtype=int64)]",[293 296 284 315 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19760.jpg
19765,0 days 00:18:02.682383,0 days 00:00:00.000423,[0 0 0 0 0 0],"[array([203,  49, 263, 305], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 89, 136, 171, 305], dtype=int64)
 array([380, 171, 469, 478], dtype=int64)
 array([568, 107, 646, 333], dtype=int64)
 array([198,   0, 252,  89], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19765.jpg
19770,0 days 00:18:02.940381,0 days 00:00:00.000487,[0 0 0 0 0 0],"[array([208,  50, 260, 305], dtype=int64)
 array([ 80,  58, 157, 161], dtype=int64)
 array([ 89, 136, 170, 305], dtype=int64)
 array([381, 171, 468, 480], dtype=int64)
 array([567, 111, 645, 339], dtype=int64)
 array([199,   0, 255,  85], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19770.jpg
19775,0 days 00:18:03.183601,0 days 00:00:00.000402,[0 0 0 0 0 0],"[array([210,  50, 259, 305], dtype=int64)
 array([ 80,  58, 157, 160], dtype=int64)
 array([ 90, 135, 170, 305], dtype=int64)
 array([381, 171, 467, 480], dtype=int64)
 array([568, 115, 646, 341], dtype=int64)
 array([201,   0, 257,  81], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19775.jpg
19780,0 days 00:18:03.427996,0 days 00:00:00.000430,[0 0 0 0 0 1],"[array([211,  48, 259, 306], dtype=int64)
 array([ 80,  58, 156, 161], dtype=int64)
 array([ 89, 136, 170, 305], dtype=int64)
 array([383, 168, 468, 479], dtype=int64)
 array([563, 118, 647, 342], dtype=int64)
 array([203,   0, 259,  76], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19780.jpg
19785,0 days 00:18:03.571437,0 days 00:00:00.000480,[0 0 0 0 0 1],"[array([211,  49, 259, 306], dtype=int64)
 array([ 80,  58, 156, 161], dtype=int64)
 array([ 89, 136, 170, 305], dtype=int64)
 array([383, 167, 468, 478], dtype=int64)
 array([553, 120, 650, 342], dtype=int64)
 array([205,   0, 261,  74], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19785.jpg
19790,0 days 00:18:03.781681,0 days 00:00:00.000426,[0 0 0 0 1 1],"[array([211,  50, 259, 307], dtype=int64)
 array([ 80,  58, 156, 161], dtype=int64)
 array([ 89, 136, 170, 304], dtype=int64)
 array([383, 167, 468, 478], dtype=int64)
 array([548, 122, 648, 343], dtype=int64)
 array([207,   0, 263,  73], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19790.jpg
19795,0 days 00:18:04.269746,0 days 00:00:00.000422,[0 0 0 0 1 1],"[array([211,  52, 259, 310], dtype=int64)
 array([ 80,  58, 156, 163], dtype=int64)
 array([ 89, 136, 170, 304], dtype=int64)
 array([383, 167, 471, 478], dtype=int64)
 array([546, 121, 646, 343], dtype=int64)
 array([207,   0, 264,  73], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19795.jpg
19800,0 days 00:18:04.694684,0 days 00:00:00.000420,[0 0 0 0 1 1],"[array([210,  53, 257, 313], dtype=int64)
 array([ 80,  58, 156, 162], dtype=int64)
 array([ 89, 136, 170, 305], dtype=int64)
 array([383, 167, 471, 478], dtype=int64)
 array([545, 120, 644, 342], dtype=int64)
 array([206,   0, 264,  74], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19800.jpg
19805,0 days 00:18:04.926396,0 days 00:00:00.000450,[0 0 0 0 1 1],"[array([208,  55, 256, 321], dtype=int64)
 array([ 80,  59, 156, 162], dtype=int64)
 array([ 89, 136, 170, 300], dtype=int64)
 array([383, 166, 471, 476], dtype=int64)
 array([545, 119, 643, 342], dtype=int64)
 array([205,   0, 265,  76], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19805.jpg
19810,0 days 00:18:05.323100,0 days 00:00:00.000415,[0 0 0 0 1 1],"[array([206,  56, 254, 327], dtype=int64)
 array([ 81,  59, 156, 157], dtype=int64)
 array([ 89, 136, 170, 287], dtype=int64)
 array([383, 166, 472, 477], dtype=int64)
 array([544, 118, 643, 342], dtype=int64)
 array([205,   0, 265,  95], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19810.jpg
19815,0 days 00:18:05.605670,0 days 00:00:00.000679,[0 0 0 0 1 1],"[array([204,  56, 252, 322], dtype=int64)
 array([ 81,  59, 156, 159], dtype=int64)
 array([105, 136, 169, 273], dtype=int64)
 array([382, 166, 472, 483], dtype=int64)
 array([545, 117, 642, 341], dtype=int64)
 array([206,   0, 265, 105], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19815.jpg
19820,0 days 00:18:05.824829,0 days 00:00:00.000415,[0 0 0 0 1 1],"[array([203,  57, 250, 307], dtype=int64)
 array([ 80,  59, 157, 160], dtype=int64)
 array([112, 135, 168, 270], dtype=int64)
 array([382, 165, 474, 486], dtype=int64)
 array([545, 117, 641, 341], dtype=int64)
 array([208,   0, 266, 114], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19820.jpg
19825,0 days 00:18:05.974741,0 days 00:00:00.000693,[0 0 0 0 1],"[array([204,  19, 262, 304], dtype=int64)
 array([ 80,  59, 157, 161], dtype=int64)
 array([114, 135, 168, 268], dtype=int64)
 array([382, 164, 476, 486], dtype=int64)
 array([545, 115, 641, 341], dtype=int64)]",[293 296 284 315 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19825.jpg
19830,0 days 00:18:06.244582,0 days 00:00:00.000431,[0 0 0 0 0 1],"[array([204,  46, 253, 307], dtype=int64)
 array([ 80,  59, 157, 162], dtype=int64)
 array([113, 135, 168, 269], dtype=int64)
 array([382, 160, 484, 486], dtype=int64)
 array([545, 113, 641, 341], dtype=int64)
 array([212,   0, 270, 127], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19830.jpg
19835,0 days 00:18:06.489382,0 days 00:00:00.000450,[0 0 0 0 0 1],"[array([204,  58, 248, 321], dtype=int64)
 array([ 80,  58, 157, 167], dtype=int64)
 array([ 97, 133, 168, 279], dtype=int64)
 array([387, 156, 493, 484], dtype=int64)
 array([545, 112, 641, 341], dtype=int64)
 array([217,   1, 273, 105], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19835.jpg
19840,0 days 00:18:06.763217,0 days 00:00:00.000435,[0 0 0 0 0],"[array([206,  64, 248, 326], dtype=int64)
 array([ 80,  58, 157, 169], dtype=int64)
 array([ 92, 133, 169, 282], dtype=int64)
 array([405, 148, 503, 469], dtype=int64)
 array([545, 111, 641, 341], dtype=int64)]",[293 296 284 315 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19840.jpg
19845,0 days 00:18:06.916581,0 days 00:00:00.000428,[0 0 0 0 0 1],"[array([205,  66, 252, 328], dtype=int64)
 array([ 80,  58, 157, 169], dtype=int64)
 array([ 90, 133, 169, 284], dtype=int64)
 array([412, 146, 514, 447], dtype=int64)
 array([545, 111, 641, 341], dtype=int64)
 array([223,   0, 279, 207], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19845.jpg
19850,0 days 00:18:07.188159,0 days 00:00:00.000430,[0 0 0 0 0 1],"[array([205,  68, 253, 328], dtype=int64)
 array([ 80,  58, 157, 165], dtype=int64)
 array([ 89, 134, 170, 286], dtype=int64)
 array([414, 147, 527, 435], dtype=int64)
 array([545, 111, 640, 341], dtype=int64)
 array([225,   0, 282, 191], dtype=int64)]",[293 296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19850.jpg
19855,0 days 00:18:07.455068,0 days 00:00:00.000408,[0 0 0 0 1],"[array([ 80,  58, 156, 162], dtype=int64)
 array([ 89, 134, 171, 286], dtype=int64)
 array([418, 148, 541, 426], dtype=int64)
 array([546, 111, 640, 341], dtype=int64)
 array([225,   0, 285, 222], dtype=int64)]",[296 284 315 314 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19855.jpg
19860,0 days 00:18:07.690251,0 days 00:00:00.000481,[0 0 0 0 1 0],"[array([ 78,  57, 156, 161], dtype=int64)
 array([ 89, 134, 171, 285], dtype=int64)
 array([432, 147, 556, 417], dtype=int64)
 array([546, 110, 640, 341], dtype=int64)
 array([226,   0, 287, 200], dtype=int64)
 array([206,  68, 250, 327], dtype=int64)]",[296 284 315 314 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19860.jpg
19865,0 days 00:18:07.861053,0 days 00:00:00.000412,[0 0 0 0 1 0],"[array([ 76,  57, 155, 156], dtype=int64)
 array([ 89, 134, 171, 285], dtype=int64)
 array([460, 142, 571, 400], dtype=int64)
 array([546, 111, 639, 341], dtype=int64)
 array([227,   0, 291, 188], dtype=int64)
 array([206,  69, 255, 328], dtype=int64)]",[296 284 315 314 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19865.jpg
19870,0 days 00:18:08.163344,0 days 00:00:00.000730,[0 0 0 0 1 0],"[array([ 78,  57, 155, 152], dtype=int64)
 array([ 90, 134, 172, 285], dtype=int64)
 array([492, 139, 580, 375], dtype=int64)
 array([547, 110, 639, 341], dtype=int64)
 array([229,   0, 294, 184], dtype=int64)
 array([206,  68, 254, 329], dtype=int64)]",[296 284 315 314 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19870.jpg
19875,0 days 00:18:08.511787,0 days 00:00:00.000429,[0 0 0 0 1 0],"[array([ 78,  57, 154, 150], dtype=int64)
 array([ 90, 134, 173, 285], dtype=int64)
 array([507, 138, 591, 364], dtype=int64)
 array([563, 153, 628, 341], dtype=int64)
 array([231,   0, 296, 179], dtype=int64)
 array([204,  69, 251, 329], dtype=int64)]",[296 284 315 314 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19875.jpg
19880,0 days 00:18:08.846187,0 days 00:00:00.000728,[0 0 0 0 1 0],"[array([ 79,  57, 154, 149], dtype=int64)
 array([ 90, 134, 174, 284], dtype=int64)
 array([527, 136, 599, 357], dtype=int64)
 array([570, 124, 636, 337], dtype=int64)
 array([231,   0, 296, 216], dtype=int64)
 array([203,  69, 251, 326], dtype=int64)]",[296 284 315 314 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19880.jpg
19885,0 days 00:18:09.030030,0 days 00:00:00.000418,[0 0 0 1 0],"[array([ 79,  58, 153, 149], dtype=int64)
 array([ 91, 135, 174, 284], dtype=int64)
 array([540, 130, 611, 355], dtype=int64)
 array([231,   0, 294, 191], dtype=int64)
 array([204,  69, 251, 319], dtype=int64)]",[296 284 315 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19885.jpg
19890,0 days 00:18:09.279077,0 days 00:00:00.000419,[0 0 0 1 0],"[array([ 80,  58, 153, 147], dtype=int64)
 array([ 91, 135, 174, 284], dtype=int64)
 array([546, 119, 629, 349], dtype=int64)
 array([231,   0, 292, 223], dtype=int64)
 array([204,  70, 247, 318], dtype=int64)]",[296 284 315 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19890.jpg
19895,0 days 00:18:09.486469,0 days 00:00:00.000486,[0 0 0 1 0],"[array([ 81,  58, 153, 141], dtype=int64)
 array([ 92, 136, 174, 284], dtype=int64)
 array([556, 116, 633, 346], dtype=int64)
 array([231,   0, 290, 234], dtype=int64)
 array([205,  69, 247, 256], dtype=int64)]",[296 284 315 308 293],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19895.jpg
19900,0 days 00:18:09.848244,0 days 00:00:00.000432,[0 0 1 0 0],"[array([ 81,  58, 153, 138], dtype=int64)
 array([ 92, 136, 174, 284], dtype=int64)
 array([230,   0, 288, 235], dtype=int64)
 array([205,  70, 247, 230], dtype=int64)
 array([575, 115, 639, 346], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19900.jpg
19905,0 days 00:18:09.973085,0 days 00:00:00.002179,[0 0 1 0 0],"[array([ 81,  58, 153, 140], dtype=int64)
 array([ 92, 137, 174, 285], dtype=int64)
 array([228,   0, 287, 227], dtype=int64)
 array([204,  73, 249, 222], dtype=int64)
 array([574, 125, 644, 346], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19905.jpg
19910,0 days 00:18:10.265349,0 days 00:00:00.000437,[0 0 1 0 0],"[array([ 80,  58, 153, 146], dtype=int64)
 array([ 91, 137, 174, 285], dtype=int64)
 array([227,   0, 287, 222], dtype=int64)
 array([206,  74, 249, 292], dtype=int64)
 array([575, 130, 648, 347], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19910.jpg
19915,0 days 00:18:10.667855,0 days 00:00:00.000408,[0 0 1 0 0],"[array([ 80,  58, 154, 143], dtype=int64)
 array([ 83, 138, 173, 286], dtype=int64)
 array([224,   0, 285, 173], dtype=int64)
 array([208,  74, 250, 316], dtype=int64)
 array([580, 138, 650, 345], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19915.jpg
19920,0 days 00:18:10.920063,0 days 00:00:00.000414,[0 0 1 0 0],"[array([ 80,  58, 154, 141], dtype=int64)
 array([ 83, 139, 172, 286], dtype=int64)
 array([221,   0, 283, 152], dtype=int64)
 array([211,  74, 252, 329], dtype=int64)
 array([580, 137, 651, 345], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19920.jpg
19925,0 days 00:18:11.074003,0 days 00:00:00.000431,[0 0 1 0 0],"[array([ 80,  58, 155, 141], dtype=int64)
 array([ 86, 139, 171, 284], dtype=int64)
 array([218,   0, 281, 136], dtype=int64)
 array([213,  75, 255, 336], dtype=int64)
 array([575, 136, 651, 347], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19925.jpg
19930,0 days 00:18:11.397859,0 days 00:00:00.000437,[0 0 1 0 0],"[array([ 80,  58, 156, 140], dtype=int64)
 array([ 80, 138, 169, 282], dtype=int64)
 array([216,   0, 278, 103], dtype=int64)
 array([213,  75, 259, 343], dtype=int64)
 array([573, 133, 650, 347], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19930.jpg
19935,0 days 00:18:11.835814,0 days 00:00:00.000434,[0 0 1 0 0],"[array([ 80,  57, 156, 140], dtype=int64)
 array([ 78, 139, 167, 281], dtype=int64)
 array([213,   0, 276,  88], dtype=int64)
 array([212,  73, 267, 345], dtype=int64)
 array([573, 132, 647, 348], dtype=int64)]",[296 284 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19935.jpg
19940,0 days 00:18:12.099602,0 days 00:00:00.000414,[0 1 0 0],"[array([ 80,  57, 156, 141], dtype=int64)
 array([212,   0, 274,  82], dtype=int64)
 array([212,  71, 271, 346], dtype=int64)
 array([575, 133, 641, 348], dtype=int64)]",[296 308 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19940.jpg
19945,0 days 00:18:12.201956,0 days 00:00:00.000396,[0 0 0 0],"[array([ 80,  57, 156, 141], dtype=int64)
 array([211,  75, 275, 347], dtype=int64)
 array([572, 134, 635, 347], dtype=int64)
 array([ 77, 137, 170, 279], dtype=int64)]",[296 293 314 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19945.jpg
19950,0 days 00:18:12.624435,0 days 00:00:00.000481,[0 0 0 0],"[array([ 80,  57, 156, 141], dtype=int64)
 array([211,  75, 281, 346], dtype=int64)
 array([569, 130, 630, 335], dtype=int64)
 array([ 78, 136, 171, 270], dtype=int64)]",[296 293 314 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19950.jpg
19955,0 days 00:18:13.089178,0 days 00:00:00.000463,[0 0 0 0],"[array([ 79,  54, 156, 141], dtype=int64)
 array([212,  83, 284, 347], dtype=int64)
 array([543, 128, 627, 343], dtype=int64)
 array([101, 136, 171, 272], dtype=int64)]",[296 293 314 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19955.jpg
19960,0 days 00:18:13.444830,0 days 00:00:00.000444,[0 0 0],"[array([ 79,  51, 155, 140], dtype=int64)
 array([210,  84, 287, 346], dtype=int64)
 array([530, 124, 617, 347], dtype=int64)]",[296 293 314],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19960.jpg
19965,0 days 00:18:13.603629,0 days 00:00:00.000415,[0 0 0 0 1],"[array([ 79,  48, 154, 143], dtype=int64)
 array([215,  88, 288, 349], dtype=int64)
 array([525, 116, 609, 348], dtype=int64)
 array([574, 109, 637, 331], dtype=int64)
 array([219,   0, 281,  90], dtype=int64)]",[296 293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19965.jpg
19970,0 days 00:18:13.957975,0 days 00:00:00.000411,[0 0 0 0 1],"[array([ 79,  46, 154, 144], dtype=int64)
 array([223,  91, 289, 357], dtype=int64)
 array([523, 107, 602, 347], dtype=int64)
 array([564, 108, 636, 337], dtype=int64)
 array([221,   0, 285,  93], dtype=int64)]",[296 293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19970.jpg
19975,0 days 00:18:14.249541,0 days 00:00:00.000455,[0 0 0 0 1],"[array([ 79,  45, 154, 148], dtype=int64)
 array([227,  92, 287, 361], dtype=int64)
 array([503, 100, 595, 345], dtype=int64)
 array([551, 108, 636, 340], dtype=int64)
 array([223,   0, 287,  94], dtype=int64)]",[296 293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19975.jpg
19980,0 days 00:18:14.567618,0 days 00:00:00.000451,[0 0 0 0 1],"[array([ 79,  44, 154, 149], dtype=int64)
 array([229,  89, 285, 362], dtype=int64)
 array([489,  96, 588, 348], dtype=int64)
 array([546, 106, 635, 342], dtype=int64)
 array([226,   0, 289,  94], dtype=int64)]",[296 293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19980.jpg
19985,0 days 00:18:14.661546,0 days 00:00:00.001847,[0 0 0 1 1 0],"[array([ 80,  45, 154, 149], dtype=int64)
 array([229,  99, 284, 362], dtype=int64)
 array([483,  89, 580, 323], dtype=int64)
 array([545, 106, 635, 342], dtype=int64)
 array([228,   0, 290,  96], dtype=int64)
 array([110, 156, 162, 257], dtype=int64)]",[296 293 314 320 308 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19985.jpg
19990,0 days 00:18:15.107027,0 days 00:00:00.000407,[0 0 0 1 1 0],"[array([ 81,  47, 154, 158], dtype=int64)
 array([228,  98, 283, 362], dtype=int64)
 array([480,  81, 576, 327], dtype=int64)
 array([544, 105, 635, 341], dtype=int64)
 array([230,   0, 293,  94], dtype=int64)
 array([ 85, 142, 160, 261], dtype=int64)]",[296 293 314 320 308 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19990.jpg
19995,0 days 00:18:15.374099,0 days 00:00:00.000409,[0 0 0 0 1],"[array([ 81,  49, 155, 168], dtype=int64)
 array([227,  99, 282, 362], dtype=int64)
 array([480,  72, 564, 317], dtype=int64)
 array([544, 104, 635, 341], dtype=int64)
 array([231,   0, 296,  93], dtype=int64)]",[296 293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/19995.jpg
20000,0 days 00:18:15.669090,0 days 00:00:00.000411,[0 0 0 0 0],"[array([ 81,  50, 153, 171], dtype=int64)
 array([226, 102, 281, 362], dtype=int64)
 array([480,  66, 557, 310], dtype=int64)
 array([544, 103, 635, 342], dtype=int64)
 array([ 82, 125, 147, 308], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20000.jpg
20005,0 days 00:18:15.832263,0 days 00:00:00.000442,[0 0 0 0 0],"[array([ 94,  51, 154, 174], dtype=int64)
 array([227,  99, 284, 362], dtype=int64)
 array([480,  61, 555, 307], dtype=int64)
 array([544, 102, 635, 341], dtype=int64)
 array([ 82, 113, 144, 317], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20005.jpg
